time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-01-14,10.3,-1.6,22.2,0.0,0.0,,8.4,,1023.3,0.0
2018-01-21,7.2,-7.7,22.2,6.7,0.0,,7.4,,1029.9,0.0
2018-01-28,12.8,0.0,21.7,0.5,0.0,,6.8,,1025.1,0.0
2018-02-04,12.5,1.1,24.4,1.5,0.0,,8.3,,1023.5,0.0
2018-02-11,8.3,-0.5,17.8,6.4,0.0,,8.4,,1023.4,0.0
2018-02-18,13.0,-0.5,25.0,2.0,0.0,,6.4,,1022.5,0.0
2018-02-25,15.1,2.8,26.7,31.8,0.0,,9.8,,1014.5,0.0
2018-03-04,17.7,8.3,28.3,6.6,0.0,152.1,8.7,,1019.4,0.0
2018-03-11,18.3,8.3,32.2,0.0,0.0,153.5,10.2,,1017.3,0.0
2018-03-18,18.3,5.0,31.7,0.8,0.0,,7.6,,1018.0,0.0
2018-03-25,19.9,6.1,28.9,0.0,0.0,,9.8,,1015.6,0.0
2018-04-01,20.7,12.8,31.1,89.4,0.0,,10.1,,1016.4,0.0
2018-04-08,17.6,4.4,28.9,2.0,0.0,,10.5,,1014.6,0.0
2018-04-15,18.8,8.3,31.1,1.8,0.0,,10.4,,1016.1,0.0
2018-04-22,19.5,8.3,30.6,0.8,0.0,,9.8,,1018.9,0.0
2018-04-29,20.8,10.0,31.7,7.1,0.0,,5.0,,1017.1,0.0
2018-05-06,22.9,15.6,32.2,93.8,0.0,,10.2,,1016.8,0.0
2018-05-13,25.6,14.4,32.8,0.0,0.0,,10.0,,1014.9,0.0
2018-05-20,27.2,18.9,36.1,22.6,0.0,,8.9,,1010.9,0.0
2018-05-27,27.5,20.6,37.2,0.0,0.0,,7.1,,1012.4,0.0
2018-06-03,30.0,22.8,38.3,0.8,0.0,,9.1,,1009.5,0.0
2018-06-10,29.3,21.7,37.2,32.8,0.0,,9.3,,1012.0,0.0
2018-06-17,29.5,23.9,37.8,7.4,0.0,,10.5,,1012.0,0.0
2018-06-24,28.1,23.3,38.3,12.5,0.0,,9.3,,1010.4,0.0
2018-07-01,30.5,24.4,40.0,0.8,0.0,,11.8,,1013.2,0.0
2018-07-08,28.6,22.2,39.4,57.2,0.0,,6.1,,1015.9,0.0
2018-07-15,29.1,22.8,36.1,45.0,0.0,,7.0,,1016.3,0.0
2018-07-22,31.3,23.3,41.1,0.0,0.0,191.7,7.9,,1013.5,0.0
2018-07-29,32.2,23.3,43.3,0.0,0.0,129.2,6.2,,1013.7,0.0
2018-08-05,30.4,21.1,38.3,0.3,0.0,121.5,7.1,,1014.7,0.0
2018-08-12,29.2,23.3,38.9,8.1,0.0,165.0,7.5,,1015.3,0.0
2018-08-19,31.1,24.4,40.6,0.0,0.0,174.6,10.1,,1014.0,0.0
2018-08-26,32.0,25.0,40.0,0.0,0.0,172.9,7.9,,1015.0,0.0
2018-09-02,30.4,23.3,39.4,0.0,0.0,158.0,8.2,,1013.0,0.0
2018-09-09,26.5,22.8,36.1,77.7,0.0,61.1,4.4,,1013.6,0.0
2018-09-16,25.0,21.7,33.3,32.0,0.0,63.1,4.9,,1013.9,0.0
2018-09-23,26.0,20.0,35.0,56.1,0.0,153.8,5.3,,1013.1,0.0
2018-09-30,24.6,16.7,35.0,36.3,0.0,96.1,5.6,,1015.9,0.0
2018-10-07,26.6,21.7,32.8,15.0,0.0,153.3,7.4,,1015.0,0.0
2018-10-14,23.4,16.1,32.2,81.6,0.0,131.8,7.0,,1010.8,0.0
2018-10-21,13.8,6.7,23.3,78.3,0.0,2.0,8.3,,1023.1,0.0
2018-10-28,17.6,11.1,30.0,17.1,0.0,325.5,3.5,,1017.9,0.0
2018-11-04,19.1,7.8,28.9,15.7,0.0,219.3,7.5,,1015.0,0.0
2018-11-11,16.0,7.8,30.0,29.2,0.0,67.8,6.8,,1017.4,0.0
2018-11-18,9.0,-1.6,23.3,3.6,0.0,351.2,6.7,,1025.4,0.0
2018-11-25,13.1,4.4,26.1,0.0,0.0,325.6,5.7,,1019.7,0.0
2018-12-02,15.0,0.6,25.6,0.8,0.0,247.5,6.8,,1013.9,0.0
2018-12-09,9.5,2.8,17.2,74.2,0.0,23.3,8.0,,1024.5,0.0
2018-12-16,10.9,0.0,21.1,0.0,0.0,264.3,8.0,,1020.9,0.0
2018-12-23,13.1,3.3,27.2,2.0,0.0,207.7,6.3,,1017.7,0.0
2018-12-30,11.6,2.2,23.3,70.4,0.0,38.1,9.3,,1017.2,0.0
2019-01-06,8.1,0.0,23.9,66.8,0.0,284.6,6.7,,1018.9,0.0
2019-01-13,13.1,2.8,25.0,8.1,0.0,0.4,7.2,,1023.3,0.0
2019-01-20,10.8,0.0,25.0,1.0,0.0,335.9,6.5,,1023.2,0.0
2019-01-27,10.7,0.0,20.6,11.0,0.0,200.5,7.7,,1020.4,0.0
2019-02-03,12.9,2.2,24.4,0.8,0.0,133.4,6.6,,1019.1,0.0
2019-02-10,12.8,0.6,26.1,5.1,0.0,44.0,8.6,,1020.4,0.0
2019-02-17,13.7,0.0,32.8,1.3,0.0,265.4,7.6,,1014.0,0.0
2019-02-24,11.1,4.4,23.9,5.8,0.0,16.5,7.9,,1017.3,0.0
2019-03-03,11.0,0.6,26.1,2.5,0.0,69.5,7.6,,1019.7,0.0
2019-03-10,13.0,-3.2,30.6,1.0,0.0,167.9,9.5,,1020.8,0.0
2019-03-17,16.6,6.1,28.3,9.4,0.0,32.5,10.1,,1019.5,0.0
2019-03-24,18.0,7.8,28.3,0.0,0.0,131.6,6.5,,1021.2,0.0
2019-03-31,18.2,6.1,27.8,0.0,0.0,55.1,10.2,,1020.4,0.0
2019-04-07,18.2,4.4,33.3,121.2,0.0,110.6,7.3,,1016.5,0.0
2019-04-14,20.5,7.8,33.9,11.2,0.0,285.7,8.9,,1009.0,0.0
2019-04-21,20.3,8.3,29.4,14.5,0.0,203.1,11.0,,1013.8,0.0
2019-04-28,21.7,13.9,31.1,37.6,0.0,132.3,9.4,,1013.6,0.0
2019-05-05,22.9,15.6,30.0,87.4,0.0,117.5,10.2,,1011.8,0.0
2019-05-12,20.7,12.8,30.6,86.4,0.0,61.2,8.0,,1011.3,0.0
2019-05-19,24.8,13.3,32.8,1.5,0.0,139.0,7.6,,1011.7,0.0
2019-05-26,27.3,17.8,33.3,4.1,0.0,155.7,14.2,,1010.5,0.0
2019-06-02,27.2,22.2,34.4,12.2,0.0,127.8,8.5,,1010.8,0.0
2019-06-09,27.3,19.4,36.7,54.1,0.0,144.9,4.6,,1010.0,0.0
2019-06-16,26.7,18.9,35.0,6.6,0.0,76.6,8.0,,1015.3,0.0
2019-06-23,28.8,20.6,36.1,4.8,0.0,157.5,9.6,,1010.1,0.0
2019-06-30,26.1,19.4,35.6,47.6,0.0,159.4,6.4,,1016.4,0.0
2019-07-07,28.6,23.3,36.1,0.3,0.0,165.3,8.9,,1014.6,0.0
2019-07-14,29.9,22.2,37.8,9.7,0.0,261.4,6.5,,1011.7,0.0
2019-07-21,30.6,24.4,37.8,0.0,0.0,169.7,9.7,,1013.3,0.0
2019-07-28,28.9,17.2,38.3,0.0,0.0,99.9,6.5,,1017.1,0.0
2019-08-04,30.8,23.9,39.4,5.1,0.0,167.0,6.3,,1014.0,0.0
2019-08-11,31.8,25.0,40.6,0.0,0.0,172.2,8.4,,1012.2,0.0
2019-08-18,32.3,25.6,40.6,0.0,0.0,169.6,8.1,,1011.6,0.0
2019-08-25,30.7,23.9,39.4,33.0,0.0,165.1,7.3,,1012.3,0.0
2019-09-01,30.6,24.4,38.9,0.3,0.0,148.3,6.6,,1013.3,0.0
2019-09-08,31.5,23.3,39.4,0.0,0.0,126.6,6.0,,1014.8,0.0
2019-09-15,29.4,22.8,38.3,4.8,0.0,119.8,6.3,,1016.6,0.0
2019-09-22,29.6,23.3,38.3,8.6,0.0,107.5,8.3,,1012.8,0.0
2019-09-29,29.9,23.9,37.8,2.3,0.0,158.9,9.1,,1011.8,0.0
2019-10-06,29.5,22.2,37.2,0.5,0.0,144.2,7.6,,1014.3,0.0
2019-10-13,22.1,8.3,37.2,12.8,0.0,57.2,8.9,,1016.4,0.0
2019-10-20,23.0,10.6,35.6,28.7,0.0,139.3,4.8,,1011.9,0.0
2019-10-27,18.1,6.7,30.6,61.5,0.0,42.4,8.5,,1015.6,0.0
2019-11-03,11.5,-0.5,27.8,3.5,0.0,304.9,7.0,,1022.3,0.0
2019-11-10,16.8,6.1,29.4,6.1,0.0,328.2,5.7,,1021.4,0.0
2019-11-17,7.9,-1.0,23.9,5.5,0.0,136.6,5.5,,1025.0,0.0
2019-11-24,17.0,5.0,28.9,0.0,0.0,232.0,6.4,,1015.5,0.0
2019-12-01,17.1,8.9,31.1,5.1,0.0,270.2,7.7,,1014.3,0.0
2019-12-08,15.1,3.9,23.9,0.0,0.0,353.3,5.8,,1019.5,0.0
2019-12-15,13.2,1.7,28.3,9.4,0.0,196.6,5.5,,1017.3,0.0
2019-12-22,8.9,-1.0,21.1,9.9,0.0,329.2,6.0,,1026.0,0.0
2019-12-29,14.4,2.2,22.2,1.8,0.0,195.1,4.3,,1015.2,0.0
2020-01-05,12.3,2.8,24.4,0.0,0.0,328.7,5.9,,1018.9,0.0
2020-01-12,14.7,2.2,25.6,18.8,0.0,76.2,8.4,,1019.7,0.0
2020-01-19,15.9,5.0,27.8,11.0,0.0,16.9,5.7,,1022.5,0.0
2020-01-26,12.6,1.7,26.1,23.1,0.0,40.7,5.9,,1021.5,0.0
2020-02-02,12.5,5.6,27.2,7.7,0.0,327.8,7.9,,1018.7,0.0
2020-02-09,13.3,-0.5,26.1,2.5,0.0,5.5,9.9,,1012.8,0.0
2020-02-16,10.7,0.6,25.6,43.0,0.0,353.5,7.3,,1019.7,0.0
2020-02-23,13.1,2.2,26.7,12.5,0.0,54.3,9.0,,1022.9,0.0
2020-03-01,13.9,0.0,25.0,0.3,0.0,310.5,8.1,,1021.0,0.0
2020-03-08,16.9,7.2,26.1,36.3,0.0,51.2,8.0,,1019.4,0.0
2020-03-15,21.5,14.4,30.6,5.1,0.0,166.2,8.2,,1018.0,0.0
2020-03-22,18.7,8.9,29.4,47.3,0.0,87.3,8.9,,1019.1,0.0
2020-03-29,22.9,10.6,33.3,2.1,0.0,174.8,7.2,,1011.9,0.0
2020-04-05,16.5,7.2,25.6,55.9,0.0,50.0,6.7,,1014.9,0.0
2020-04-12,23.4,16.1,35.0,6.1,0.0,303.6,6.3,,1011.1,0.0
2020-04-19,16.1,6.1,34.4,1.3,0.0,23.2,7.9,,1017.2,0.0
2020-04-26,23.7,12.2,36.7,3.0,0.0,84.2,7.5,,1011.5,0.0
2020-05-03,25.0,12.8,35.0,18.0,0.0,174.9,10.9,,1014.6,0.0
2020-05-10,23.7,12.8,36.1,0.0,0.0,63.0,9.3,,1016.4,0.0
2020-05-17,24.0,15.0,33.9,132.1,0.0,126.1,8.2,,1012.4,0.0
2020-05-24,27.9,17.8,36.1,27.4,0.0,153.3,9.7,,1009.0,0.0
2020-05-31,24.3,16.7,32.8,39.6,0.0,18.8,5.5,,1014.0,0.0
2020-06-07,28.1,22.2,35.6,0.3,0.0,77.0,4.6,,1012.9,0.0
2020-06-14,28.4,17.2,37.8,0.0,0.0,20.6,5.2,,1015.3,0.0
2020-06-21,28.4,21.1,36.1,31.8,0.0,152.8,9.1,,1015.0,0.0
2020-06-28,27.3,21.7,34.4,35.8,0.0,122.0,8.1,,1012.4,0.0
2020-07-05,30.0,23.3,37.8,0.0,0.0,176.7,8.9,,1011.2,0.0
2020-07-12,31.3,25.6,40.6,0.0,0.0,172.7,9.3,,1012.2,0.0
2020-07-19,31.5,24.4,42.2,0.0,0.0,167.8,8.7,,1013.3,0.0
2020-07-26,30.0,23.9,38.3,4.6,0.0,88.7,7.7,,1012.6,0.0
2020-08-02,29.3,23.3,38.9,11.9,0.0,132.3,6.2,,1013.6,0.0
2020-08-09,31.0,22.8,40.0,0.0,0.0,166.4,7.7,,1015.0,0.0
2020-08-16,32.7,25.6,41.7,0.0,0.0,175.6,8.6,,1013.0,0.0
2020-08-23,30.1,20.0,40.0,31.8,0.0,50.2,4.9,,1012.5,0.0
2020-08-30,31.5,23.9,41.1,0.0,0.0,82.4,6.6,,1009.9,0.0
2020-09-06,28.1,22.2,40.0,78.0,0.0,80.5,6.1,,1013.7,0.0
2020-09-13,24.9,14.4,36.1,59.7,0.0,36.6,7.2,,1014.7,0.0
2020-09-20,26.6,17.8,34.4,4.1,0.0,15.0,8.7,,1016.0,0.0
2020-09-27,23.6,16.1,33.9,9.7,0.0,14.3,8.3,,1012.7,0.0
2020-10-04,22.5,11.7,32.8,0.0,0.0,12.8,5.7,,1019.2,0.0
2020-10-11,25.4,16.1,37.2,0.0,0.0,36.0,4.0,,1013.7,0.0
2020-10-18,23.7,13.9,33.9,0.3,0.0,202.0,7.8,,1016.2,0.0
2020-10-25,23.7,11.7,33.9,0.0,0.0,131.6,8.5,,1014.8,0.0
2020-11-01,12.5,3.9,26.1,8.6,0.0,359.1,7.7,,1020.3,0.0
2020-11-08,19.1,6.1,28.9,0.0,0.0,55.4,4.1,,1021.5,0.0
2020-11-15,22.1,11.1,30.6,0.0,0.0,36.2,6.9,,1014.8,0.0
2020-11-22,18.7,5.0,28.9,0.0,0.0,90.6,4.9,,1025.5,0.0
2020-11-29,16.1,7.2,28.9,18.5,0.0,13.9,7.9,,1017.7,0.0
2020-12-06,9.0,-1.0,20.0,0.3,0.0,342.3,6.6,,1023.7,0.0
2020-12-13,14.5,5.0,27.8,1.5,0.0,346.0,5.7,,1018.4,0.0
2020-12-20,9.7,-1.0,20.6,19.6,0.0,4.2,4.7,,1021.3,0.0
2020-12-27,13.4,1.1,27.8,0.0,0.0,266.8,7.0,,1020.6,0.0
2021-01-03,12.1,2.8,25.0,82.0,0.0,349.6,9.8,,1016.3,0.0
2021-01-10,10.5,0.0,25.6,28.3,0.0,2.8,6.8,,1021.7,0.0
2021-01-17,8.4,-0.5,20.6,0.0,30.0,324.1,5.7,,1022.7,0.0
2021-01-24,14.5,2.8,25.6,11.8,0.0,41.5,6.1,,1017.5,0.0
2021-01-31,14.2,2.2,26.7,1.5,0.0,3.4,8.1,,1019.1,0.0
2021-02-07,13.9,4.4,29.4,1.5,0.0,57.7,8.5,,1017.1,0.0
2021-02-14,4.1,-10.5,24.4,17.5,0.0,12.7,10.6,,1020.2,0.0
2021-02-21,-0.1,-13.8,24.4,27.7,150.0,358.6,7.2,,1025.3,0.0
2021-02-28,17.3,5.6,30.0,1.8,0.0,105.9,6.8,,1015.9,0.0
2021-03-07,14.6,3.3,26.7,3.6,0.0,47.2,9.4,,1021.5,0.0
2021-03-14,20.6,7.2,28.3,3.6,0.0,163.4,13.5,,1019.4,0.0
2021-03-21,17.4,6.1,30.6,0.3,0.0,325.8,10.8,,1017.6,0.0
2021-03-28,19.4,8.9,30.6,20.3,0.0,77.6,9.0,,1011.0,0.0
2021-04-04,17.1,6.1,26.7,9.4,0.0,109.9,8.1,,1022.9,0.0
2021-04-11,22.8,8.9,33.3,0.0,0.0,155.6,9.1,,1009.0,0.0
2021-04-18,20.0,10.6,32.2,2.8,0.0,31.3,8.5,,1013.3,0.0
2021-04-25,18.5,6.7,31.7,21.4,0.0,52.9,8.0,,1015.8,0.0
2021-05-02,22.9,16.1,31.7,90.7,0.0,119.6,10.7,,1010.1,0.0
2021-05-09,24.6,14.4,34.4,0.3,0.0,94.4,8.7,,1012.7,0.0
2021-05-16,21.1,14.4,29.4,34.3,0.0,55.5,9.0,,1017.7,0.0
2021-05-23,22.8,17.2,30.6,44.2,0.0,78.6,7.7,,1013.6,0.0
2021-05-30,25.5,18.9,32.8,52.3,0.0,121.3,7.9,,1015.5,0.0
2021-06-06,23.7,17.8,32.8,82.2,0.0,35.3,4.9,,1014.0,0.0
2021-06-13,28.9,23.9,37.2,1.0,0.0,162.2,7.6,,1011.9,0.0
2021-06-20,29.7,21.1,37.8,0.0,0.0,64.1,4.9,,1012.6,0.0
2021-06-27,29.3,22.8,36.7,3.6,0.0,141.4,9.2,,1012.0,0.0
2021-07-04,27.3,23.3,36.1,53.8,0.0,53.0,4.7,,1014.3,0.0
2021-07-11,26.4,22.8,34.4,65.2,0.0,92.5,6.2,,1014.0,0.0
2021-07-18,27.7,22.2,35.0,1.6,0.0,148.5,6.9,,1017.5,0.0
2021-07-25,28.1,21.7,37.8,2.6,0.0,150.6,6.2,,1016.2,0.0
2021-08-01,29.9,23.3,38.3,0.0,0.0,19.3,3.8,,1015.2,0.0
2021-08-08,27.8,23.3,36.7,23.9,0.0,86.7,6.4,,1015.1,0.0
2021-08-15,29.5,22.2,37.2,61.0,0.0,154.5,6.9,,1016.4,0.0
2021-08-22,29.2,21.7,36.7,0.0,0.0,155.0,7.3,,1012.9,0.0
2021-08-29,29.2,23.3,37.8,6.6,0.0,83.4,4.4,,1013.8,0.0
2021-09-05,30.5,23.9,38.9,0.0,0.0,138.0,5.2,,1010.6,0.0
2021-09-12,28.0,18.3,38.3,2.5,0.0,27.0,4.0,,1015.0,0.0
2021-09-19,28.0,21.1,38.3,0.0,0.0,26.2,6.1,,1012.6,0.0
2021-09-26,25.8,14.4,38.9,0.0,0.0,60.5,5.9,,1017.2,0.0
2021-10-03,25.8,18.3,36.7,67.6,0.0,90.9,4.9,,1013.9,0.0
2021-10-10,25.1,15.6,33.3,14.2,0.0,112.9,5.7,,1014.8,0.0
2021-10-17,22.4,10.0,32.8,76.4,0.0,28.1,6.0,,1015.0,0.0
2021-10-24,22.7,9.4,31.7,0.0,0.0,81.5,4.4,,1015.9,0.0
2021-10-31,20.8,10.6,32.2,19.3,0.0,332.6,8.5,,1012.5,0.0
2021-11-07,14.8,5.0,27.8,43.9,0.0,24.3,4.3,,1022.9,0.0
2021-11-14,17.8,7.2,27.2,0.0,0.0,28.2,4.7,,1020.1,0.0
2021-11-21,18.3,6.1,28.3,0.0,0.0,217.1,7.6,,1020.9,0.0
2021-11-28,13.7,3.9,25.6,17.0,0.0,11.8,5.4,,1022.7,0.0
2021-12-05,18.2,7.2,27.2,0.8,0.0,235.0,4.4,,1018.6,0.0
2021-12-12,16.0,0.6,29.4,0.3,0.0,347.5,6.4,,1016.6,0.0
2021-12-19,17.8,4.4,27.2,42.0,0.0,42.0,7.7,,1019.1,0.0
2021-12-26,16.2,3.3,26.1,0.0,0.0,186.6,5.7,,1016.2,0.0
2022-01-02,20.9,13.9,28.3,0.0,0.0,210.9,5.8,,1008.2,0.0
